student_id,subject_id,difficulty,previous_score,days_until_exam,topics_remaining,available_hours_total,priority_weight,recommended_hours
1072,2,1,74,36,7,4,3.2978,0.44
1072,3,3,71,28,6,4,3.9371,0.51
1072,4,3,83,30,9,4,4.5733,0.58
1072,5,1,81,53,5,4,2.4687,0.31
1072,6,1,52,15,5,4,3.5267,0.44
1072,7,3,70,56,7,4,4.0786,0.54
1073,0,5,87,50,5,8,3.96,4.05
1073,1,1,87,50,2,8,1.46,1.45
1073,2,3,87,43,2,8,2.2926,2.28
1074,0,1,65,24,6,4,3.3167,1.82
1074,1,4,75,18,5,4,4.1556,2.13
1075,0,4,75,46,6,8,4.1174,2.41
1075,1,5,71,41,10,8,5.8239,3.37
1075,2,4,87,22,5,8,3.8145,2.24
1076,0,3,93,36,4,3,2.8178,0.37
1076,1,3,63,24,5,3,3.8567,0.51
1076,2,4,81,20,4,3,3.68,0.49
1076,3,4,78,14,6,3,4.5543,0.57
1076,4,3,69,17,8,3,4.8082,0.63
1076,5,4,74,55,5,3,3.8018,0.5
1077,0,5,79,40,6,6,4.47,0.8
1077,1,5,67,27,6,6,4.8304,0.83
1077,2,4,67,48,7,6,4.5683,0.81
1077,3,5,71,11,5,6,4.9891,0.91
1077,4,1,54,20,7,6,3.92,0.7
1077,5,3,64,22,4,6,3.5745,0.65
1077,6,2,73,52,6,6,3.3323,0.58
1077,7,5,74,46,7,6,4.8374,0.82
1078,0,5,71,41,3,6,3.7239,1.86
1078,1,1,93,38,3,6,1.7032,0.78
1078,2,1,91,38,7,6,2.9432,1.39
1078,3,3,95,9,6,6,4.2111,2.05
1079,0,2,79,44,7,4,3.5473,0.46
1079,1,2,64,46,4,4,2.9374,0.38
1079,2,1,71,26,5,4,2.8646,0.38
1079,3,3,82,31,4,4,3.0826,0.41
1079,4,5,77,60,7,4,4.7267,0.65
1079,5,1,67,35,8,4,3.7457,0.51
1079,6,2,91,30,6,4,3.1133,0.44
1079,7,2,75,60,7,4,3.5667,0.45
1079,8,2,80,35,3,4,2.3857,0.31
1080,0,3,64,26,11,8,5.6046,1.09
1080,1,5,73,21,10,8,6.0162,1.14
1080,2,4,60,30,4,8,3.9333,0.77
1080,3,4,81,10,9,8,5.68,1.1
1080,4,2,82,59,9,8,4.0295,0.75
1080,5,2,81,27,7,8,3.6504,0.72
1080,6,2,59,29,5,8,3.4648,0.66
1080,7,5,78,25,6,8,4.64,0.9
1080,8,3,73,59,11,8,5.2095,1.02
1081,0,1,85,17,4,5,2.4882,0.53
1081,1,5,75,20,8,5,5.4,1.08
1081,2,3,83,24,3,5,2.8567,0.6
1081,3,1,80,52,7,5,3.0923,0.66
1081,4,2,95,44,4,5,2.3273,0.51
1081,5,2,78,41,2,5,2.0839,0.43
1081,6,5,93,10,8,5,5.54,1.18
1082,0,4,91,47,9,5,4.6928,0.92
1082,1,5,61,43,7,5,5.1126,1.03
1082,2,5,60,56,8,5,5.3786,1.06
1082,3,2,87,25,4,5,2.66,0.5
1082,4,1,79,5,5,5,4.32,0.83
1082,5,3,91,12,3,5,3.1133,0.62
1083,0,1,74,30,6,4,3.0533,0.33
1083,1,4,83,15,5,4,4.1067,0.44
1083,2,5,85,10,4,4,4.5,0.48
1083,3,3,95,51,3,4,2.3961,0.27
1083,4,5,78,60,6,4,4.4067,0.5
1083,5,4,85,12,7,4,4.8333,0.55
1083,6,5,95,57,2,4,2.8754,0.32
1083,7,1,78,17,2,4,2.0282,0.23
1083,8,2,61,37,4,4,3.0503,0.33
1083,9,5,86,54,7,4,4.5652,0.51
1084,0,2,85,32,6,4,3.2125,0.48
1084,1,1,80,48,6,4,2.8083,0.39
1084,2,1,83,35,7,4,3.1257,0.44
1084,3,5,95,46,6,4,4.1174,0.6
1084,4,4,73,54,8,4,4.7252,0.71
1084,5,4,80,54,5,4,3.6852,0.53
1084,6,1,71,41,7,4,3.3239,0.5
1084,7,2,79,42,4,4,2.6581,0.39
1085,0,4,80,34,9,7,4.9941,2.73
1085,1,4,61,21,5,7,4.3562,2.54
1085,2,4,88,57,4,7,3.2154,1.72
1086,0,4,65,36,9,6,5.2778,1.55
1086,1,2,76,31,4,6,2.8026,0.8
1086,2,4,86,37,6,6,3.9503,1.19
1086,3,3,81,33,9,6,4.583,1.37
1086,4,2,57,9,4,6,3.9711,1.13
1087,0,3,75,59,5,5,3.3695,1.05
1087,1,2,66,16,8,5,4.505,1.39
1087,2,1,82,10,11,5,5.06,1.56
1087,3,1,76,40,7,5,3.23,0.96
1088,0,5,78,11,6,7,5.1491,0.9
1088,1,5,70,26,4,7,4.1846,0.77
1088,2,4,67,17,5,7,4.3482,0.75
1088,3,4,80,25,6,7,4.2,0.76
1088,4,2,69,47,6,7,3.4328,0.63
1088,5,5,91,59,9,7,5.0495,0.92
1088,6,5,82,22,6,7,4.6145,0.88
1088,7,1,60,41,4,7,2.6439,0.49
1088,8,3,85,10,8,7,4.9,0.92
1089,0,2,66,19,5,4,3.5063,0.87
1089,1,2,86,28,5,4,2.9371,0.76
1089,2,5,78,34,10,4,5.7341,1.37
1089,3,4,83,36,6,4,4.0178,0.95
1090,0,4,86,10,6,8,4.68,1.18
1090,1,4,82,43,3,8,3.0926,0.78
1090,2,5,63,57,5,8,4.4154,1.16
1090,3,4,85,58,4,8,3.2724,0.86
1090,4,1,81,39,5,8,2.5364,0.62
1090,5,1,89,5,3,8,3.52,0.85
1090,6,4,83,16,2,8,3.165,0.8
1090,7,4,84,59,2,8,2.6895,0.69
1090,8,1,77,55,4,8,2.2418,0.59
1090,9,2,95,44,3,8,2.0273,0.5
1091,0,1,73,22,8,3,3.7945,0.6
1091,1,3,88,38,8,3,4.1032,0.65
1091,2,1,70,34,7,3,3.3941,0.56
1091,3,3,90,5,6,3,5.2,0.84
1091,4,2,78,29,3,3,2.4848,0.4
1092,0,2,89,8,11,4,5.57,0.99
1092,1,3,87,30,8,4,4.1933,0.75
1092,2,3,80,29,9,4,4.6448,0.86
1092,3,5,68,48,3,4,3.7483,0.68
1092,4,1,95,47,9,4,3.4128,0.63
1093,0,4,76,32,6,4,4.1925,0.77
1093,1,1,90,20,2,4,1.7,0.3
1093,2,2,76,48,7,4,3.5883,0.67
1093,3,1,68,14,5,4,3.2543,0.63
1093,4,5,79,48,8,4,5.0283,0.95
1093,5,5,82,50,4,4,3.76,0.69
1094,0,2,70,45,7,6,3.7222,0.69
1094,1,4,61,37,12,6,6.2503,1.23
1094,2,1,89,34,9,6,3.6141,0.71
1094,3,3,88,58,7,6,3.7124,0.69
1094,4,1,60,16,6,6,3.625,0.68
1094,5,3,78,17,6,6,4.0282,0.81
1094,6,4,66,10,9,6,5.98,1.11
1095,0,4,87,34,4,5,3.3541,0.58
1095,1,2,89,54,8,5,3.6052,0.6
1095,2,3,73,11,4,5,3.8491,0.65
1095,3,3,91,57,4,5,2.7554,0.48
1095,4,3,70,55,7,5,4.0818,0.69
1095,5,4,84,20,5,5,3.92,0.65
1095,6,5,76,24,7,5,4.9967,0.89
1095,7,1,94,40,6,5,2.57,0.46
1096,0,3,74,48,5,6,3.4283,2.8
1096,1,1,87,5,4,6,3.86,3.31
1097,0,2,69,38,5,7,3.1832,0.91
1097,1,4,82,33,9,7,4.963,1.42
1097,2,4,82,39,5,7,3.7164,1.1
1097,3,5,80,48,4,7,3.8083,1.14
1097,4,5,85,34,3,7,3.4941,1.0
1097,5,5,74,15,4,7,4.3867,1.32
1098,0,3,81,30,2,4,2.5133,0.38
1098,1,5,93,16,6,4,4.565,0.69
1098,2,4,78,11,5,4,4.4491,0.64
1098,3,2,83,59,2,4,1.9095,0.28
1098,4,4,85,9,3,4,3.9111,0.6
1098,5,4,75,43,2,4,2.9326,0.45
1098,6,3,76,40,5,4,3.43,0.5
1098,7,4,85,30,3,4,3.1333,0.46
1099,0,5,73,60,5,5,4.2067,0.72
1099,1,3,77,53,10,5,4.8487,0.83
1099,2,1,56,50,7,5,3.58,0.57
1099,3,3,56,31,10,5,5.4026,0.92
1099,4,2,65,16,4,5,3.325,0.54
1099,5,5,73,28,9,5,5.5971,0.89
1099,6,2,74,17,4,5,3.1082,0.5
1100,0,5,73,23,5,7,4.4748,1.44
1100,1,1,89,33,5,7,2.423,0.73
1100,2,4,65,8,7,7,5.65,1.78
1100,3,1,71,7,7,7,4.5086,1.4
1100,4,1,70,43,5,7,2.7326,0.85
1100,5,1,75,60,5,7,2.5667,0.79
1101,0,3,87,28,4,3,3.0171,1.13
1101,1,5,84,8,5,3,5.07,1.93
1102,0,3,87,36,4,5,2.9378,0.44
1102,1,1,70,45,4,5,2.4222,0.38
1102,2,3,92,16,2,5,2.585,0.4
1102,3,2,72,9,4,5,3.6711,0.56
1102,4,2,93,8,6,5,3.99,0.65
1102,5,2,95,44,5,5,2.6273,0.41
1102,6,1,74,27,3,5,2.1904,0.36
1102,7,1,78,55,4,5,2.2218,0.35
1102,8,2,76,29,8,5,4.0248,0.6
1102,9,4,73,5,4,5,5.34,0.84
1103,0,2,70,38,9,5,4.3632,1.41
1103,1,2,70,25,8,5,4.2,1.35
1103,2,4,95,29,4,5,3.2448,1.03
1103,3,3,90,27,7,5,3.8704,1.29
1104,0,2,89,32,5,4,2.8325,0.6
1104,1,5,66,17,4,4,4.4682,0.89
1104,2,2,59,8,8,4,5.27,1.11
1104,3,3,82,13,2,4,2.9292,0.58
1104,4,3,78,19,6,4,3.9663,0.84
1105,0,2,57,32,5,8,3.4725,0.8
1105,1,3,71,21,2,8,2.8562,0.67
1105,2,2,59,14,9,8,5.0343,1.12
1105,3,4,68,19,10,8,5.7663,1.38
1105,4,3,83,56,6,8,3.5186,0.82
1105,5,2,78,29,8,8,3.9848,0.95
1105,6,5,71,36,7,8,4.9578,1.12
1105,7,4,51,13,5,8,4.8492,1.15
1106,0,2,69,50,10,6,4.62,0.72
1106,1,1,92,32,5,6,2.3725,0.37
1106,2,3,71,51,7,6,4.0761,0.63
1106,3,4,68,38,6,6,4.3032,0.69
1106,4,3,55,6,6,6,5.5667,0.91
1106,5,3,59,28,8,6,4.7771,0.76
1106,6,1,90,11,6,6,3.3091,0.49
1106,7,5,75,33,4,6,4.003,0.65
1106,8,1,76,39,6,6,2.9364,0.44
1106,9,2,79,54,4,6,2.6052,0.42
1107,0,4,76,47,5,5,3.7928,0.48
1107,1,1,95,36,8,5,3.1778,0.41
1107,2,3,58,30,7,5,4.4733,0.58
1107,3,1,57,48,9,5,4.1683,0.57
1107,4,1,68,55,6,5,3.0218,0.42
1107,5,5,66,31,9,5,5.7026,0.76
1107,6,3,84,37,9,5,4.4903,0.58
1107,7,1,65,15,11,5,5.0667,0.66
1107,8,3,69,59,6,5,3.7895,0.52
1108,0,1,74,38,10,5,4.1832,0.77
1108,1,1,65,49,10,5,4.3041,0.83
1108,2,4,83,26,6,5,4.1246,0.78
1108,3,1,80,52,5,5,2.4923,0.46
1108,4,1,60,14,2,5,2.5143,0.48
1108,5,4,67,48,8,5,4.8683,0.9
1108,6,3,95,56,9,5,4.1786,0.76
1109,0,1,87,18,5,8,2.7156,1.79
1109,1,2,90,53,5,8,2.6887,1.76
1109,2,3,92,51,10,8,4.5561,2.9
1109,3,1,85,22,5,8,2.6545,1.63
1110,0,2,71,44,7,4,3.7073,0.58
1110,1,2,84,16,4,4,2.945,0.46
1110,2,1,76,59,8,4,3.4495,0.52
1110,3,3,83,10,5,4,4.04,0.59
1110,4,2,80,28,7,4,3.6571,0.55
1110,5,1,51,47,9,4,4.2928,0.67
1110,6,4,83,34,6,4,4.0341,0.62
1111,0,4,58,34,4,3,3.9341,0.81
1111,1,1,67,58,6,3,3.0324,0.61
1111,2,1,70,20,8,3,3.9,0.81
1111,3,3,72,28,5,3,3.6171,0.74
1112,0,1,62,27,6,6,3.3304,0.66
1112,1,1,50,57,9,6,4.2754,0.81
1112,2,3,78,28,4,6,3.1971,0.61
1112,3,4,95,25,7,6,4.2,0.79
1112,4,5,76,38,9,6,5.4432,1.09
1112,5,5,58,30,9,6,5.8733,1.18
1112,6,5,84,48,6,6,4.3283,0.86
1113,0,4,68,15,4,4,4.1067,0.92
1113,1,3,83,48,2,4,2.3483,0.53
1113,2,5,69,9,3,4,4.6311,1.07
1113,3,1,95,46,6,4,2.5174,0.6
1113,4,2,81,51,7,4,3.4761,0.81
1114,0,3,64,8,6,5,4.97,0.8
1114,1,5,95,42,8,5,4.7381,0.77
1114,2,2,78,31,5,5,3.0626,0.49
1114,3,2,95,42,4,5,2.3381,0.39
1114,4,3,84,46,4,5,2.9374,0.5
1114,5,1,66,25,4,5,2.68,0.45
1114,6,5,83,47,6,5,4.3528,0.75
1114,7,5,89,27,9,5,5.2904,0.85
1115,0,3,82,48,3,5,2.6683,0.29
1115,1,1,87,18,6,5,3.0156,0.33
1115,2,5,67,60,6,5,4.6267,0.54
1115,3,3,70,36,7,5,4.1778,0.45
1115,4,2,81,40,6,5,3.23,0.37
1115,5,5,58,25,7,5,5.34,0.62
1115,6,2,65,10,8,5,4.9,0.53
1115,7,3,95,5,6,5,5.1,0.57
1115,8,5,80,8,8,5,6.05,0.69
1115,9,5,73,15,7,5,5.3067,0.63
1116,0,1,69,11,2,8,2.5291,3.77
1116,1,2,89,59,6,8,2.9895,4.52
1117,0,4,95,29,5,3,3.5448,0.59
1117,1,4,80,42,5,3,3.7381,0.65
1117,2,2,90,33,3,3,2.203,0.38
1117,3,4,95,42,4,3,3.1381,0.52
1117,4,2,90,51,4,3,2.3961,0.41
1117,5,3,76,42,3,3,2.8181,0.47
1118,0,1,74,15,9,4,4.2867,0.45
1118,1,5,65,14,7,4,5.5143,0.58
1118,2,1,61,18,8,4,4.1356,0.47
1118,3,2,64,60,7,4,3.7867,0.42
1118,4,3,66,17,9,4,5.1682,0.58
1118,5,2,88,37,8,4,3.7103,0.39
1118,6,2,64,5,10,4,6.52,0.71
1118,7,4,66,41,3,4,3.4239,0.38
1119,0,1,79,34,4,5,2.3141,0.26
1119,1,4,71,48,7,5,4.4883,0.52
1119,2,4,80,26,7,5,4.4846,0.51
1119,3,5,88,16,6,5,4.665,0.54
1119,4,5,70,50,6,5,4.6,0.52
1119,5,2,89,27,5,5,2.8904,0.31
1119,6,5,79,31,7,5,4.8426,0.55
1119,7,5,69,7,8,5,6.4486,0.7
1119,8,5,69,24,4,5,4.2367,0.5
1119,9,2,87,5,7,5,5.16,0.61
1120,0,2,66,37,6,3,3.5503,0.47
1120,1,3,83,55,8,3,4.1218,0.56
1120,2,1,73,31,10,3,4.2626,0.59
1120,3,5,85,49,10,3,5.5041,0.73
1120,4,5,66,51,7,3,4.9761,0.69
1121,0,2,70,49,4,5,2.8041,0.8
1121,1,5,86,36,2,5,3.1578,0.97
1121,2,5,89,60,3,5,3.2867,1.0
1121,3,2,95,39,7,5,3.2564,0.95
1121,4,4,86,37,7,5,4.2503,1.31
1122,0,2,95,30,10,3,4.2333,0.81
1122,1,2,88,25,8,3,3.84,0.77
1122,2,3,78,53,6,3,3.6287,0.73
1122,3,1,93,41,9,3,3.4839,0.68
1123,0,2,66,45,3,3,2.6022,0.28
1123,1,5,76,44,2,3,3.3073,0.36
1123,2,2,58,59,6,3,3.6095,0.38
1123,3,5,77,19,5,3,4.4863,0.44
1123,4,4,83,37,7,3,4.3103,0.42
1123,5,3,80,29,8,3,4.3448,0.47
1123,6,5,83,7,9,3,6.4686,0.68
1124,0,2,86,35,7,5,3.4657,0.64
1124,1,1,95,54,8,5,3.0852,0.59
1124,2,4,64,22,8,5,5.1745,0.96
1124,3,1,85,49,5,5,2.4041,0.48
1124,4,5,94,6,8,5,6.1867,1.21
1124,5,2,81,32,6,5,3.2925,0.62
1124,6,1,74,15,4,5,2.7867,0.52
1125,0,5,91,5,4,7,5.38,4.24
1125,1,2,86,48,6,7,3.0883,2.47
1126,0,1,84,44,7,4,3.0473,0.73
1126,1,5,81,10,8,4,5.78,1.43
1126,2,1,55,27,11,4,4.9704,1.26
1126,3,1,88,25,5,4,2.54,0.6
1127,0,4,74,59,8,6,4.6895,1.17
1127,1,1,70,38,5,6,2.7632,0.67
1127,2,1,77,60,7,6,3.1267,0.81
1127,3,3,82,53,8,6,4.1487,1.01
1127,4,3,73,12,8,6,4.9733,1.24
1127,5,1,71,8,8,6,4.63,1.15
1128,0,2,88,35,9,8,4.0257,1.1
1128,1,2,50,42,4,8,3.2381,0.86
1128,2,5,63,58,6,8,4.7124,1.22
1128,3,3,76,53,8,8,4.2687,1.13
1128,4,1,82,31,9,8,3.7826,0.99
1128,5,4,81,24,8,8,4.7967,1.28
1128,6,5,65,15,8,8,5.7667,1.51
1129,0,3,73,30,8,8,4.4733,2.83
1129,1,2,74,25,5,8,3.22,2.0
1129,2,5,71,57,9,8,5.4554,3.21
1130,0,2,80,41,9,6,4.1439,0.95
1130,1,4,74,28,4,6,3.6771,0.87
1130,2,4,62,36,7,6,4.7378,1.09
1130,3,5,84,15,7,6,5.0867,1.21
1130,4,3,71,57,3,6,2.8554,0.66
1130,5,2,78,55,2,6,2.0218,0.46
1130,6,2,58,26,4,6,3.2246,0.78
1131,0,1,80,32,7,4,3.2125,0.55
1131,1,2,84,15,5,4,3.2867,0.56
1131,2,3,95,45,5,4,3.0222,0.52
1131,3,4,77,40,3,4,3.21,0.52
1131,4,3,71,58,4,4,3.1524,0.51
1131,5,1,68,41,4,4,2.4839,0.42
1131,6,1,81,50,6,4,2.78,0.46
1131,7,1,84,56,5,4,2.3986,0.39
1132,0,4,83,9,5,8,4.5511,1.46
1132,1,5,79,30,4,8,3.9533,1.31
1132,2,1,81,43,8,8,3.4126,1.08
1132,3,1,88,42,3,8,1.7781,0.59
1132,4,1,78,15,9,8,4.2067,1.38
1132,5,2,72,57,6,8,3.3354,1.02
1132,6,3,75,22,5,8,3.6545,1.18
1133,0,1,88,13,8,3,3.8092,0.33
1133,1,1,74,27,5,3,2.7904,0.24
1133,2,5,80,21,7,3,4.9762,0.42
1133,3,2,74,9,7,3,4.5311,0.4
1133,4,3,68,20,8,3,4.74,0.38
1133,5,1,72,28,7,3,3.4171,0.28
1133,6,3,79,54,7,3,3.9052,0.35
1133,7,3,90,52,8,3,3.9923,0.35
1133,8,3,93,25,5,3,3.24,0.28
1134,0,4,64,23,5,4,4.2548,0.74
1134,1,2,76,35,4,4,2.7657,0.51
1134,2,1,71,32,6,4,3.0925,0.56
1134,3,2,73,60,5,4,3.0067,0.54
1134,4,5,74,8,9,4,6.47,1.12
1134,5,1,65,59,6,4,3.0695,0.55
1135,0,4,61,45,4,3,3.8022,0.58
1135,1,2,87,13,7,3,3.9292,0.62
1135,2,1,84,15,7,3,3.4867,0.53
1135,3,4,81,37,4,3,3.4503,0.52
1135,4,1,87,7,9,3,4.7886,0.74
1136,0,5,72,44,10,5,5.7873,2.95
1136,1,4,65,53,4,5,3.6887,1.91
1137,0,5,76,34,8,7,5.1741,1.15
1137,1,4,69,37,3,7,3.3903,0.72
1137,2,1,80,54,2,7,1.5852,0.34
1137,3,2,74,41,6,7,3.3639,0.73
1137,4,4,77,40,3,7,3.21,0.7
1137,5,5,67,5,12,7,8.26,1.82
1137,6,2,88,36,7,7,3.4178,0.77
1137,7,3,75,60,4,7,3.0667,0.7
1138,0,5,91,24,4,8,3.7967,1.15
1138,1,1,93,6,6,8,4.0067,1.13
1138,2,5,79,57,2,8,3.1954,0.89
1138,3,5,87,57,4,8,3.6354,1.06
1138,4,2,84,42,4,8,2.5581,0.74
1138,5,1,83,25,4,8,2.34,0.68
1138,6,1,79,23,10,8,4.2548,1.19
1138,7,5,95,27,4,8,3.6704,1.08
1139,0,4,69,51,7,7,4.5161,1.7
1139,1,3,70,53,7,7,4.0887,1.67
1139,2,3,50,22,9,7,5.3545,2.19
1139,3,4,59,57,4,7,3.7954,1.49
1140,0,3,88,57,6,3,3.4154,0.39
1140,1,4,79,15,5,3,4.1867,0.43
1140,2,4,83,43,4,3,3.3726,0.35
1140,3,3,76,56,5,3,3.3586,0.35
1140,4,3,79,40,4,3,3.07,0.34
1140,5,4,93,54,8,3,4.3252,0.48
1140,6,2,84,52,6,3,3.1123,0.33
1140,7,1,95,41,7,3,2.8439,0.29
1141,0,3,65,24,4,6,3.5167,0.93
1141,1,4,81,51,5,6,3.6761,0.98
1141,2,5,82,18,6,6,4.7156,1.3
1141,3,1,88,46,6,6,2.6574,0.74
1141,4,3,69,19,3,6,3.2463,0.87
1141,5,5,76,36,4,6,3.9578,1.11
1142,0,5,61,21,6,5,5.0562,0.64
1142,1,4,87,48,6,5,3.8683,0.49
1142,2,2,82,10,8,5,4.56,0.62
1142,3,2,83,10,7,5,4.24,0.57
1142,4,2,68,22,5,5,3.3945,0.43
1142,5,2,72,53,5,5,3.0487,0.38
1142,6,4,68,7,9,5,6.3686,0.81
1142,7,2,78,18,8,5,4.1956,0.53
1142,8,3,76,24,5,5,3.5967,0.48
1143,0,5,79,34,10,3,5.7141,0.39
1143,1,2,65,39,8,3,4.1564,0.3
1143,2,1,77,16,9,3,4.185,0.31
1143,3,2,85,36,5,3,2.8778,0.22
1143,4,1,62,49,10,3,4.3641,0.33
1143,5,3,72,6,5,3,4.9267,0.34
1143,6,3,74,23,8,3,4.5548,0.32
1143,7,4,54,58,10,3,5.6924,0.43
1143,8,5,65,9,4,3,5.0111,0.36
1144,0,1,83,35,3,8,1.9257,0.61
1144,1,4,64,47,2,8,3.1328,1.07
1144,2,1,79,30,4,8,2.3533,0.77
1144,3,5,64,27,4,8,4.2904,1.45
1144,4,4,88,33,3,8,3.043,1.02
1144,5,1,73,54,5,8,2.6252,0.85
1144,6,2,86,21,6,8,3.3562,1.09
1144,7,4,95,27,6,8,3.8704,1.3
1145,0,5,74,19,6,7,4.8463,1.1
1145,1,3,75,30,2,7,2.6333,0.57
1145,2,4,53,10,7,7,5.64,1.27
1145,3,1,95,10,7,7,3.6,0.75
1145,4,2,79,12,4,7,3.2533,0.74
1145,5,4,75,29,5,7,3.9448,0.88
1145,6,4,79,8,5,7,4.77,1.0
1145,7,4,76,45,4,7,3.5022,0.77
1146,0,4,76,8,9,7,6.03,3.07
1146,1,1,84,53,9,7,3.6087,1.94
1146,2,3,55,47,5,7,3.8128,2.02
1147,0,2,74,21,3,7,2.6962,0.74
1147,1,5,61,7,8,7,6.6086,1.85
1147,2,2,75,29,6,7,3.4448,1.0
1147,3,2,82,47,9,7,4.0728,1.15
1147,4,4,75,18,7,7,4.7556,1.29
1147,5,2,77,37,6,7,3.3303,0.96
1148,0,4,95,31,2,6,2.6226,0.5
1148,1,1,86,50,4,6,2.08,0.42
1148,2,4,87,21,6,6,4.1362,0.78
1148,3,4,82,24,7,6,4.4767,0.91
1148,4,5,95,52,5,6,3.7923,0.72
1148,5,3,73,13,4,6,3.7092,0.76
1148,6,4,81,30,7,6,4.4133,0.86
1148,7,5,75,59,2,6,3.2695,0.64
1148,8,1,60,27,2,6,2.1704,0.42
1149,0,2,84,13,10,3,4.8892,1.13
1149,1,5,59,33,5,3,4.623,1.05
1149,2,1,67,27,8,3,3.8304,0.89
1150,0,5,95,15,2,3,3.3667,0.66
1150,1,4,74,54,8,3,4.7052,0.94
1150,2,1,73,51,7,3,3.2361,0.62
1150,3,3,95,23,8,3,4.1348,0.83
1151,0,5,71,27,2,4,3.5504,0.51
1151,1,5,94,35,6,4,4.2057,0.62
1151,2,3,88,37,4,4,2.9103,0.43
1151,3,1,80,56,6,4,2.7786,0.41
1151,4,4,78,60,5,4,3.7067,0.56
1151,5,3,71,35,5,4,3.5657,0.53
1151,6,3,89,41,3,4,2.5639,0.36
1151,7,4,73,58,5,4,3.8124,0.58
1152,0,3,75,38,11,7,5.2632,2.05
1152,1,3,76,11,9,7,5.2891,2.08
1152,2,2,85,19,8,7,4.0263,1.48
1152,3,3,63,15,4,7,3.8067,1.41
1153,0,1,54,23,10,3,4.7548,0.36
1153,1,5,81,21,7,3,4.9562,0.36
1153,2,5,86,12,8,3,5.5133,0.41
1153,3,2,53,8,4,3,4.19,0.31
1153,4,3,45,34,7,3,4.6941,0.33
1153,5,2,73,57,10,3,4.5154,0.32
1153,6,1,68,7,3,3,3.3686,0.24
1153,7,5,69,25,7,3,5.12,0.37
1153,8,3,50,40,3,3,3.35,0.24
1154,0,3,67,48,6,7,3.8683,0.6
1154,1,3,56,13,6,7,4.6492,0.69
1154,2,3,71,8,5,7,4.53,0.66
1154,3,4,85,16,8,7,4.925,0.73
1154,4,3,83,31,9,7,4.5626,0.67
1154,5,4,65,6,7,7,6.0667,0.92
1154,6,5,84,24,7,7,4.8367,0.74
1154,7,2,66,8,11,7,6.03,0.88
1154,8,3,85,38,7,7,3.8632,0.55
1154,9,1,72,37,7,7,3.3303,0.51
1155,0,4,74,27,6,3,4.2904,1.05
1155,1,4,75,38,6,3,4.1632,1.05
1155,2,1,72,42,7,3,3.2981,0.86
1156,0,5,74,55,7,3,4.8018,0.84
1156,1,5,79,37,7,3,4.7903,0.86
1156,2,5,85,35,6,3,4.3857,0.81
1156,3,4,94,41,3,3,2.8639,0.53
1157,0,3,66,30,3,4,3.1133,0.33
1157,1,2,61,46,4,4,2.9974,0.32
1157,2,3,72,30,4,4,3.2933,0.36
1157,3,5,78,5,14,4,8.64,0.98
1157,4,4,78,33,8,4,4.743,0.5
1157,5,1,90,21,6,4,2.8762,0.32
1157,6,2,75,49,3,4,2.4041,0.26
1157,7,4,69,13,8,4,5.3892,0.58
1157,8,1,88,32,8,4,3.3525,0.36
1158,0,1,84,14,5,4,2.9343,0.51
1158,1,1,83,31,9,4,3.7626,0.66
1158,2,2,86,14,7,4,3.8943,0.7
1158,3,2,69,46,7,4,3.7374,0.62
1158,4,5,64,13,6,4,5.2892,0.91
1158,5,1,88,41,8,4,3.2839,0.57
1159,0,3,68,7,5,7,4.7686,1.98
1159,1,5,73,12,4,7,4.5733,1.91
1159,2,5,89,42,5,7,3.9581,1.58
1159,3,5,78,27,3,7,3.7104,1.6
1160,0,2,71,9,9,3,5.1911,0.57
1160,1,5,63,30,5,3,4.5733,0.51
1160,2,1,88,40,7,3,2.99,0.35
1160,3,3,87,15,7,3,4.2267,0.49
1160,4,4,82,19,5,3,3.9863,0.46
1160,5,5,80,35,10,3,5.6857,0.65
1161,0,5,70,52,3,7,3.6923,1.17
1161,1,5,81,51,6,7,4.3761,1.51
1161,2,3,92,13,6,7,3.9292,1.28
1161,3,3,54,8,8,7,5.77,1.85
1161,4,2,86,45,7,7,3.4022,1.09
1162,0,3,65,39,5,3,3.6564,1.13
1162,1,4,91,19,2,3,2.9063,0.9
1162,2,4,95,56,5,3,3.3786,1.03
1163,0,4,83,23,2,7,2.9748,1.7
1163,1,3,62,46,8,7,4.5774,2.58
1163,2,4,65,55,7,7,4.5818,2.71
1164,0,5,84,33,6,5,4.423,0.68
1164,1,5,84,39,6,5,4.3764,0.67
1164,2,2,90,24,4,5,2.6167,0.4
1164,3,4,69,52,4,5,3.6123,0.59
1164,4,3,78,49,2,5,2.4441,0.4
1164,5,4,84,29,6,5,4.0648,0.67
1164,6,5,66,7,5,5,5.6086,0.86
1164,7,5,88,17,6,5,4.6282,0.75
1165,0,2,75,49,8,3,3.9041,0.27
1165,1,3,71,28,11,3,5.4371,0.38
1165,2,3,84,44,10,3,4.7473,0.36
1165,3,5,80,33,8,3,5.103,0.35
1165,4,4,52,27,8,3,5.3304,0.38
1165,5,2,47,14,9,3,5.2743,0.36
1165,6,2,63,50,7,3,3.84,0.29
1165,7,3,77,21,7,3,4.2362,0.29
1165,8,3,84,28,7,3,3.9771,0.28
1166,0,3,68,43,7,6,4.1726,1.48
1166,1,5,73,5,7,6,6.64,2.37
1166,2,4,72,6,8,6,6.2267,2.12
1167,0,3,77,59,8,6,4.2295,1.87
1167,1,1,91,10,7,6,3.68,1.57
